fighter,fighter_url,record,nickname,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,raw_stats_json
Ketlen Souza,http://ufcstats.com/fighter-details/8bd4200561c77a62,17-6-0,Esquentadinha,"5' 3""",115 lbs.,"63""",Orthodox,"Aug 18, 1994",4.11,57%,3.89,,0.45,13%,53%,0.2,"{""Height"": ""5' 3\"""", ""Weight"": ""115 lbs."", ""Reach"": ""63\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Aug 18, 1994"", ""SLpM"": ""4.11"", ""Str. Acc."": ""57%"", ""SApM"": ""3.89"", ""Str. Def"": ""53%"", ""TD Avg."": ""0.45"", ""TD Acc."": ""13%"", ""TD Def."": ""53%"", ""Sub. Avg."": ""0.2""}"
Song Yadong,http://ufcstats.com/fighter-details/efb96bf3e9ada36f,23-9-1 (1 NC),Kung Fu Kid,"5' 8""",135 lbs.,"67""",Orthodox,"Dec 02, 1997",4.34,43%,3.81,,0.82,41%,73%,0.2,"{""Height"": ""5' 8\"""", ""Weight"": ""135 lbs."", ""Reach"": ""67\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Dec 02, 1997"", ""SLpM"": ""4.34"", ""Str. Acc."": ""43%"", ""SApM"": ""3.81"", ""Str. Def"": ""55%"", ""TD Avg."": ""0.82"", ""TD Acc."": ""41%"", ""TD Def."": ""73%"", ""Sub. Avg."": ""0.2""}"
Alonzo Menifield,http://ufcstats.com/fighter-details/a495f599e787614f,18-6-1,Atomic,"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987",3.84,53%,3.81,,0.48,31%,78%,0.2,"{""Height"": ""6' 0\"""", ""Weight"": ""205 lbs."", ""Reach"": ""76\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 18, 1987"", ""SLpM"": ""3.84"", ""Str. Acc."": ""53%"", ""SApM"": ""3.81"", ""Str. Def"": ""51%"", ""TD Avg."": ""0.48"", ""TD Acc."": ""31%"", ""TD Def."": ""78%"", ""Sub. Avg."": ""0.2""}"
Sergei Pavlovich,http://ufcstats.com/fighter-details/f14cf73e51b29254,21-3-0,,"6' 3""",257 lbs.,"84""",Southpaw,"May 13, 1992",4.49,44%,3.58,,0.47,25%,75%,0.0,"{""Height"": ""6' 3\"""", ""Weight"": ""257 lbs."", ""Reach"": ""84\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""May 13, 1992"", ""SLpM"": ""4.49"", ""Str. Acc."": ""44%"", ""SApM"": ""3.58"", ""Str. Def"": ""56%"", ""TD Avg."": ""0.47"", ""TD Acc."": ""25%"", ""TD Def."": ""75%"", ""Sub. Avg."": ""0.0""}"
Kai Asakura,http://ufcstats.com/fighter-details/d33da8a3d82bdb62,22-6-0,,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 31, 1993",2.53,34%,3.34,,0.00,0%,50%,0.0,"{""Height"": ""5' 8\"""", ""Weight"": ""135 lbs."", ""Reach"": ""69\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 31, 1993"", ""SLpM"": ""2.53"", ""Str. Acc."": ""34%"", ""SApM"": ""3.34"", ""Str. Def"": ""52%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.0""}"
Jake Matthews,http://ufcstats.com/fighter-details/a845f0735bc67405,23-8-0,The Celtic Kid,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",3.36,44%,2.58,,1.36,41%,66%,0.7,"{""Height"": ""5' 11\"""", ""Weight"": ""170 lbs."", ""Reach"": ""73\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Aug 19, 1994"", ""SLpM"": ""3.36"", ""Str. Acc."": ""44%"", ""SApM"": ""2.58"", ""Str. Def"": ""60%"", ""TD Avg."": ""1.36"", ""TD Acc."": ""41%"", ""TD Def."": ""66%"", ""Sub. Avg."": ""0.7""}"
Alex Perez,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,26-10-0 (1 NC),,"5' 6""",125 lbs.,"65""",Orthodox,"Mar 21, 1992",4.22,45%,3.24,,2.07,45%,74%,0.8,"{""Height"": ""5' 6\"""", ""Weight"": ""125 lbs."", ""Reach"": ""65\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Mar 21, 1992"", ""SLpM"": ""4.22"", ""Str. Acc."": ""45%"", ""SApM"": ""3.24"", ""Str. Def"": ""58%"", ""TD Avg."": ""2.07"", ""TD Acc."": ""45%"", ""TD Def."": ""74%"", ""Sub. Avg."": ""0.8""}"
Luis Felipe Dias,http://ufcstats.com/fighter-details/33a86e839ad202d8,18-5-0,,"5' 10""",185 lbs.,"74""",,"Jan 17, 1995",2.86,45%,2.71,,4.52,57%,66%,1.1,"{""Height"": ""5' 10\"""", ""Weight"": ""185 lbs."", ""Reach"": ""74\"""", ""STANCE"": """", ""DOB"": ""Jan 17, 1995"", ""SLpM"": ""2.86"", ""Str. Acc."": ""45%"", ""SApM"": ""2.71"", ""Str. Def"": ""55%"", ""TD Avg."": ""4.52"", ""TD Acc."": ""57%"", ""TD Def."": ""66%"", ""Sub. Avg."": ""1.1""}"
Jose Souza,http://ufcstats.com/fighter-details/20a0e4cc5227c117,9-1-0,Canela,"6' 3""",170 lbs.,"79""",Orthodox,"May 23, 2002",4.24,45%,4.86,,0.00,0%,0%,0.0,"{""Height"": ""6' 3\"""", ""Weight"": ""170 lbs."", ""Reach"": ""79\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""May 23, 2002"", ""SLpM"": ""4.24"", ""Str. Acc."": ""45%"", ""SApM"": ""4.86"", ""Str. Def"": ""49%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""0%"", ""Sub. Avg."": ""0.0""}"
Cody Haddon,http://ufcstats.com/fighter-details/8e6654e9f0461b8f,9-1-0,,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 08, 1998",8.84,56%,2.72,,2.96,35%,83%,0.6,"{""Height"": ""5' 7\"""", ""Weight"": ""135 lbs."", ""Reach"": ""69\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 08, 1998"", ""SLpM"": ""8.84"", ""Str. Acc."": ""56%"", ""SApM"": ""2.72"", ""Str. Def"": ""62%"", ""TD Avg."": ""2.96"", ""TD Acc."": ""35%"", ""TD Def."": ""83%"", ""Sub. Avg."": ""0.6""}"
Rei Tsuruya,http://ufcstats.com/fighter-details/2f43a3e82661fa99,11-1-0,,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 2002",2.40,53%,1.91,,5.03,37%,50%,2.0,"{""Height"": ""5' 6\"""", ""Weight"": ""125 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 22, 2002"", ""SLpM"": ""2.40"", ""Str. Acc."": ""53%"", ""SApM"": ""1.91"", ""Str. Def"": ""43%"", ""TD Avg."": ""5.03"", ""TD Acc."": ""37%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""2.0""}"
Angela Hill,http://ufcstats.com/fighter-details/f0feeb2192937424,19-16-0,Overkill,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985",5.46,50%,5.00,,0.76,30%,72%,0.2,"{""Height"": ""5' 3\"""", ""Weight"": ""115 lbs."", ""Reach"": ""64\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jan 12, 1985"", ""SLpM"": ""5.46"", ""Str. Acc."": ""50%"", ""SApM"": ""5.00"", ""Str. Def"": ""60%"", ""TD Avg."": ""0.76"", ""TD Acc."": ""30%"", ""TD Def."": ""72%"", ""Sub. Avg."": ""0.2""}"
Rodrigo Vera,http://ufcstats.com/fighter-details/2b266e623e20737a,22-1-1,El Gato Loco,"5' 8""",145 lbs.,"68""",Orthodox,"Oct 18, 1995",9.27,58%,3.82,,8.18,100%,0%,0.0,"{""Height"": ""5' 8\"""", ""Weight"": ""145 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 18, 1995"", ""SLpM"": ""9.27"", ""Str. Acc."": ""58%"", ""SApM"": ""3.82"", ""Str. Def"": ""50%"", ""TD Avg."": ""8.18"", ""TD Acc."": ""100%"", ""TD Def."": ""0%"", ""Sub. Avg."": ""0.0""}"
Jaqueline Amorim,http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,11-2-0,,"5' 3""",115 lbs.,"68""",Orthodox,"Jun 24, 1995",2.26,49%,2.06,,2.01,33%,0%,4.3,"{""Height"": ""5' 3\"""", ""Weight"": ""115 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 24, 1995"", ""SLpM"": ""2.26"", ""Str. Acc."": ""49%"", ""SApM"": ""2.06"", ""Str. Def"": ""54%"", ""TD Avg."": ""2.01"", ""TD Acc."": ""33%"", ""TD Def."": ""0%"", ""Sub. Avg."": ""4.3""}"
Arnold Allen,http://ufcstats.com/fighter-details/040a74bb0a465c54,21-4-0,Almighty,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994",3.52,43%,3.15,,1.24,60%,73%,0.3,"{""Height"": ""5' 8\"""", ""Weight"": ""145 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Jan 22, 1994"", ""SLpM"": ""3.52"", ""Str. Acc."": ""43%"", ""SApM"": ""3.15"", ""Str. Def"": ""60%"", ""TD Avg."": ""1.24"", ""TD Acc."": ""60%"", ""TD Def."": ""73%"", ""Sub. Avg."": ""0.3""}"
Dooho Choi,http://ufcstats.com/fighter-details/e93b04e308913c2e,17-4-1,The Korean Superboy,"5' 10""",145 lbs.,"70""",Orthodox,"Apr 10, 1991",5.00,55%,4.43,,1.26,53%,59%,0.5,"{""Height"": ""5' 10\"""", ""Weight"": ""145 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Apr 10, 1991"", ""SLpM"": ""5.00"", ""Str. Acc."": ""55%"", ""SApM"": ""4.43"", ""Str. Def"": ""57%"", ""TD Avg."": ""1.26"", ""TD Acc."": ""53%"", ""TD Def."": ""59%"", ""Sub. Avg."": ""0.5""}"
Juan Diaz,http://ufcstats.com/fighter-details/74939a16c7b56f33,16-1-1,Pegajoso,"5' 8""",135 lbs.,"69""",Orthodox,"Jun 03, 1998",3.72,41%,3.40,,5.50,50%,0%,0.8,"{""Height"": ""5' 8\"""", ""Weight"": ""135 lbs."", ""Reach"": ""69\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 03, 1998"", ""SLpM"": ""3.72"", ""Str. Acc."": ""41%"", ""SApM"": ""3.40"", ""Str. Def"": ""59%"", ""TD Avg."": ""5.50"", ""TD Acc."": ""50%"", ""TD Def."": ""0%"", ""Sub. Avg."": ""0.8""}"
Modestas Bukauskas,http://ufcstats.com/fighter-details/476fe566d2df676e,20-7-0,The Baltic Gladiator,"6' 3""",205 lbs.,"76""",Switch,"Feb 10, 1994",3.14,43%,3.86,,0.23,66%,82%,0.1,"{""Height"": ""6' 3\"""", ""Weight"": ""205 lbs."", ""Reach"": ""76\"""", ""STANCE"": ""Switch"", ""DOB"": ""Feb 10, 1994"", ""SLpM"": ""3.14"", ""Str. Acc."": ""43%"", ""SApM"": ""3.86"", ""Str. Def"": ""50%"", ""TD Avg."": ""0.23"", ""TD Acc."": ""66%"", ""TD Def."": ""82%"", ""Sub. Avg."": ""0.1""}"
Benardo Sopaj,http://ufcstats.com/fighter-details/b6c37948cb226e8c,13-3-0,Lion King,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 25, 2000",4.39,58%,4.69,,2.43,60%,76%,0.8,"{""Height"": ""5' 6\"""", ""Weight"": ""135 lbs."", ""Reach"": ""66\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 25, 2000"", ""SLpM"": ""4.39"", ""Str. Acc."": ""58%"", ""SApM"": ""4.69"", ""Str. Def"": ""52%"", ""TD Avg."": ""2.43"", ""TD Acc."": ""60%"", ""TD Def."": ""76%"", ""Sub. Avg."": ""0.8""}"
Khaos Williams,http://ufcstats.com/fighter-details/2558ae2e5671e318,16-5-0,The OxFighter,"6' 0""",170 lbs.,"77""",Orthodox,"Mar 30, 1994",4.97,39%,5.34,,0.00,0%,51%,0.0,"{""Height"": ""6' 0\"""", ""Weight"": ""170 lbs."", ""Reach"": ""77\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Mar 30, 1994"", ""SLpM"": ""4.97"", ""Str. Acc."": ""39%"", ""SApM"": ""5.34"", ""Str. Def"": ""41%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""51%"", ""Sub. Avg."": ""0.0""}"
Ivan Erslan,http://ufcstats.com/fighter-details/64ad3e3b0efa30bb,15-6-0 (1 NC),,"6' 2""",205 lbs.,"72""",Orthodox,"Nov 15, 1991",2.53,49%,4.57,,0.93,37%,70%,0.0,"{""Height"": ""6' 2\"""", ""Weight"": ""205 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 15, 1991"", ""SLpM"": ""2.53"", ""Str. Acc."": ""49%"", ""SApM"": ""4.57"", ""Str. Def"": ""54%"", ""TD Avg."": ""0.93"", ""TD Acc."": ""37%"", ""TD Def."": ""70%"", ""Sub. Avg."": ""0.0""}"
Tommy Gantt,http://ufcstats.com/fighter-details/de83f920fd302871,12-0-0 (1 NC),,"5' 11""",155 lbs.,"76""",Orthodox,"Jan 09, 1993",2.92,75%,0.85,,11.29,36%,100%,1.4,"{""Height"": ""5' 11\"""", ""Weight"": ""155 lbs."", ""Reach"": ""76\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jan 09, 1993"", ""SLpM"": ""2.92"", ""Str. Acc."": ""75%"", ""SApM"": ""0.85"", ""Str. Def"": ""43%"", ""TD Avg."": ""11.29"", ""TD Acc."": ""36%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""1.4""}"
Ketlen Vieira,http://ufcstats.com/fighter-details/b9706f80d005036c,16-5-0,Fenomeno,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",2.71,40%,3.73,,1.31,42%,90%,0.5,"{""Height"": ""5' 8\"""", ""Weight"": ""135 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Aug 26, 1991"", ""SLpM"": ""2.71"", ""Str. Acc."": ""40%"", ""SApM"": ""3.73"", ""Str. Def"": ""50%"", ""TD Avg."": ""1.31"", ""TD Acc."": ""42%"", ""TD Def."": ""90%"", ""Sub. Avg."": ""0.5""}"
Cody Brundage,http://ufcstats.com/fighter-details/f14f644d41ade29f,12-9-1 (1 NC),,"6' 0""",185 lbs.,"72""",Orthodox,"May 16, 1994",2.50,51%,2.95,,1.80,41%,66%,0.5,"{""Height"": ""6' 0\"""", ""Weight"": ""185 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""May 16, 1994"", ""SLpM"": ""2.50"", ""Str. Acc."": ""51%"", ""SApM"": ""2.95"", ""Str. Def"": ""50%"", ""TD Avg."": ""1.80"", ""TD Acc."": ""41%"", ""TD Def."": ""66%"", ""Sub. Avg."": ""0.5""}"
Alice Ardelean,http://ufcstats.com/fighter-details/87f8699fdcc2c404,12-7-0,,"5' 3""",115 lbs.,"62""",Orthodox,"Apr 19, 1992",7.00,46%,4.97,,1.08,50%,85%,0.2,"{""Height"": ""5' 3\"""", ""Weight"": ""115 lbs."", ""Reach"": ""62\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Apr 19, 1992"", ""SLpM"": ""7.00"", ""Str. Acc."": ""46%"", ""SApM"": ""4.97"", ""Str. Def"": ""61%"", ""TD Avg."": ""1.08"", ""TD Acc."": ""50%"", ""TD Def."": ""85%"", ""Sub. Avg."": ""0.2""}"
Luis Gurule,http://ufcstats.com/fighter-details/29162be25ebef5f0,11-4-0,Grim,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 16, 1993",5.44,43%,5.35,,0.64,15%,60%,0.2,"{""Height"": ""5' 5\"""", ""Weight"": ""125 lbs."", ""Reach"": ""64\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 16, 1993"", ""SLpM"": ""5.44"", ""Str. Acc."": ""43%"", ""SApM"": ""5.35"", ""Str. Def"": ""57%"", ""TD Avg."": ""0.64"", ""TD Acc."": ""15%"", ""TD Def."": ""60%"", ""Sub. Avg."": ""0.2""}"
Nicolle Caliari,http://ufcstats.com/fighter-details/fc0a4053eb8a3a59,9-4-0,,"5' 3""",115 lbs.,"62""",Orthodox,"Nov 04, 1996",2.88,39%,5.59,,3.38,29%,50%,1.0,"{""Height"": ""5' 3\"""", ""Weight"": ""115 lbs."", ""Reach"": ""62\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 04, 1996"", ""SLpM"": ""2.88"", ""Str. Acc."": ""39%"", ""SApM"": ""5.59"", ""Str. Def"": ""52%"", ""TD Avg."": ""3.38"", ""TD Acc."": ""29%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""1.0""}"
Sean Strickland,http://ufcstats.com/fighter-details/0d8011111be000b2,31-7-0,,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.98,42%,4.53,,0.66,62%,68%,0.1,"{""Height"": ""6' 1\"""", ""Weight"": ""185 lbs."", ""Reach"": ""76\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Feb 27, 1991"", ""SLpM"": ""5.98"", ""Str. Acc."": ""42%"", ""SApM"": ""4.53"", ""Str. Def"": ""60%"", ""TD Avg."": ""0.66"", ""TD Acc."": ""62%"", ""TD Def."": ""68%"", ""Sub. Avg."": ""0.1""}"
Joshua Van,http://ufcstats.com/fighter-details/17e97649403ba428,17-2-0,The Fearless,"5' 5""",125 lbs.,"65""",Orthodox,"Oct 10, 2001",8.43,57%,5.82,,0.82,61%,75%,0.2,"{""Height"": ""5' 5\"""", ""Weight"": ""125 lbs."", ""Reach"": ""65\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 10, 2001"", ""SLpM"": ""8.43"", ""Str. Acc."": ""57%"", ""SApM"": ""5.82"", ""Str. Def"": ""58%"", ""TD Avg."": ""0.82"", ""TD Acc."": ""61%"", ""TD Def."": ""75%"", ""Sub. Avg."": ""0.2""}"
Alexander Volkov,http://ufcstats.com/fighter-details/279566840aa55bf2,40-11-0,Drago,"6' 7""",250 lbs.,"80""",Orthodox,"Oct 24, 1988",4.84,57%,2.90,,0.54,62%,68%,0.2,"{""Height"": ""6' 7\"""", ""Weight"": ""250 lbs."", ""Reach"": ""80\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 24, 1988"", ""SLpM"": ""4.84"", ""Str. Acc."": ""57%"", ""SApM"": ""2.90"", ""Str. Def"": ""54%"", ""TD Avg."": ""0.54"", ""TD Acc."": ""62%"", ""TD Def."": ""68%"", ""Sub. Avg."": ""0.2""}"
Sean Brady,http://ufcstats.com/fighter-details/45f7cb591c3ab00b,19-2-0,,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992",4.08,53%,2.77,,3.58,51%,86%,0.8,"{""Height"": ""5' 10\"""", ""Weight"": ""170 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 23, 1992"", ""SLpM"": ""4.08"", ""Str. Acc."": ""53%"", ""SApM"": ""2.77"", ""Str. Def"": ""59%"", ""TD Avg."": ""3.58"", ""TD Acc."": ""51%"", ""TD Def."": ""86%"", ""Sub. Avg."": ""0.8""}"
King Green,http://ufcstats.com/fighter-details/887961364be5ceb3,35-17-1 (1 NC),,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 09, 1986",6.46,53%,3.55,,1.33,43%,72%,0.3,"{""Height"": ""5' 10\"""", ""Weight"": ""155 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 09, 1986"", ""SLpM"": ""6.46"", ""Str. Acc."": ""53%"", ""SApM"": ""3.55"", ""Str. Def"": ""62%"", ""TD Avg."": ""1.33"", ""TD Acc."": ""43%"", ""TD Def."": ""72%"", ""Sub. Avg."": ""0.3""}"
Ateba Gautier,http://ufcstats.com/fighter-details/2f815ed5f8278ba6,11-1-0,The Storm,"6' 4""",185 lbs.,"81""",Switch,"Apr 10, 2002",4.32,43%,2.60,,0.41,100%,93%,0.0,"{""Height"": ""6' 4\"""", ""Weight"": ""185 lbs."", ""Reach"": ""81\"""", ""STANCE"": ""Switch"", ""DOB"": ""Apr 10, 2002"", ""SLpM"": ""4.32"", ""Str. Acc."": ""43%"", ""SApM"": ""2.60"", ""Str. Def"": ""54%"", ""TD Avg."": ""0.41"", ""TD Acc."": ""100%"", ""TD Def."": ""93%"", ""Sub. Avg."": ""0.0""}"
Yaroslav Amosov,http://ufcstats.com/fighter-details/f139d6836efd43dd,30-1-0,,"6' 0""",170 lbs.,"75""",Orthodox,"Sep 09, 1993",2.65,53%,1.38,,11.11,53%,0%,3.2,"{""Height"": ""6' 0\"""", ""Weight"": ""170 lbs."", ""Reach"": ""75\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 09, 1993"", ""SLpM"": ""2.65"", ""Str. Acc."": ""53%"", ""SApM"": ""1.38"", ""Str. Def"": ""60%"", ""TD Avg."": ""11.11"", ""TD Acc."": ""53%"", ""TD Def."": ""0%"", ""Sub. Avg."": ""3.2""}"
Grant Dawson,http://ufcstats.com/fighter-details/99bd51917728c25d,24-3-1,KGD,"5' 10""",155 lbs.,"72""",Switch,"Feb 20, 1994",3.14,51%,2.14,,3.58,39%,66%,1.4,"{""Height"": ""5' 10\"""", ""Weight"": ""155 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Switch"", ""DOB"": ""Feb 20, 1994"", ""SLpM"": ""3.14"", ""Str. Acc."": ""51%"", ""SApM"": ""2.14"", ""Str. Def"": ""44%"", ""TD Avg."": ""3.58"", ""TD Acc."": ""39%"", ""TD Def."": ""66%"", ""Sub. Avg."": ""1.4""}"
Jim Miller,http://ufcstats.com/fighter-details/d1941565abf50b16,39-19-0 (1 NC),A-10,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2.92,42%,3.43,,1.49,45%,47%,1.7,"{""Height"": ""5' 8\"""", ""Weight"": ""155 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Aug 30, 1983"", ""SLpM"": ""2.92"", ""Str. Acc."": ""42%"", ""SApM"": ""3.43"", ""Str. Def"": ""56%"", ""TD Avg."": ""1.49"", ""TD Acc."": ""45%"", ""TD Def."": ""47%"", ""Sub. Avg."": ""1.7""}"
Roman Kopylov,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,15-5-0,,"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1992",4.54,50%,5.08,,1.12,50%,88%,0.0,"{""Height"": ""6' 0\"""", ""Weight"": ""185 lbs."", ""Reach"": ""75\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""May 04, 1992"", ""SLpM"": ""4.54"", ""Str. Acc."": ""50%"", ""SApM"": ""5.08"", ""Str. Def"": ""53%"", ""TD Avg."": ""1.12"", ""TD Acc."": ""50%"", ""TD Def."": ""88%"", ""Sub. Avg."": ""0.0""}"
Pat Sabatini,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d,22-5-0,,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 09, 1990",1.69,54%,1.16,,4.27,41%,50%,1.3,"{""Height"": ""5' 8\"""", ""Weight"": ""145 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 09, 1990"", ""SLpM"": ""1.69"", ""Str. Acc."": ""54%"", ""SApM"": ""1.16"", ""Str. Def"": ""54%"", ""TD Avg."": ""4.27"", ""TD Acc."": ""41%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""1.3""}"
Baisangur Susurkaev,http://ufcstats.com/fighter-details/d1feea7a4bdcd503,12-0-0,The Real Hunter,"6' 2""",185 lbs.,"79""",Orthodox,"Jan 08, 2001",5.74,54%,4.45,,2.09,26%,100%,0.8,"{""Height"": ""6' 2\"""", ""Weight"": ""185 lbs."", ""Reach"": ""79\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jan 08, 2001"", ""SLpM"": ""5.74"", ""Str. Acc."": ""54%"", ""SApM"": ""4.45"", ""Str. Def"": ""58%"", ""TD Avg."": ""2.09"", ""TD Acc."": ""26%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.8""}"
Jose Ochoa,http://ufcstats.com/fighter-details/88be62d6c1e6dadb,9-2-0 (1 NC),Kalzifer,"5' 7""",125 lbs.,"67""",Southpaw,"Dec 31, 2000",5.16,47%,2.99,,0.30,25%,65%,0.9,"{""Height"": ""5' 7\"""", ""Weight"": ""125 lbs."", ""Reach"": ""67\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Dec 31, 2000"", ""SLpM"": ""5.16"", ""Str. Acc."": ""47%"", ""SApM"": ""2.99"", ""Str. Def"": ""58%"", ""TD Avg."": ""0.30"", ""TD Acc."": ""25%"", ""TD Def."": ""65%"", ""Sub. Avg."": ""0.9""}"
Carlos Prates,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,24-7-0,The Nightmare,"6' 1""",170 lbs.,"78""",Switch,"Aug 17, 1993",4.41,54%,4.30,,0.18,100%,77%,0.0,"{""Height"": ""6' 1\"""", ""Weight"": ""170 lbs."", ""Reach"": ""78\"""", ""STANCE"": ""Switch"", ""DOB"": ""Aug 17, 1993"", ""SLpM"": ""4.41"", ""Str. Acc."": ""54%"", ""SApM"": ""4.30"", ""Str. Def"": ""47%"", ""TD Avg."": ""0.18"", ""TD Acc."": ""100%"", ""TD Def."": ""77%"", ""Sub. Avg."": ""0.0""}"
Quillan Salkilld,http://ufcstats.com/fighter-details/17734443a833cdf7,12-1-0,,"6' 0""",155 lbs.,"75""",Orthodox,"Dec 28, 1999",5.01,57%,3.03,,7.25,35%,80%,0.8,"{""Height"": ""6' 0\"""", ""Weight"": ""155 lbs."", ""Reach"": ""75\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Dec 28, 1999"", ""SLpM"": ""5.01"", ""Str. Acc."": ""57%"", ""SApM"": ""3.03"", ""Str. Def"": ""45%"", ""TD Avg."": ""7.25"", ""TD Acc."": ""35%"", ""TD Def."": ""80%"", ""Sub. Avg."": ""0.8""}"
Steve Erceg,http://ufcstats.com/fighter-details/32ab52e5de93092d,14-4-0,Astroboy,"5' 8""",125 lbs.,"68""",Orthodox,"Jul 27, 1995",4.64,47%,4.07,,1.13,28%,67%,0.4,"{""Height"": ""5' 8\"""", ""Weight"": ""125 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 27, 1995"", ""SLpM"": ""4.64"", ""Str. Acc."": ""47%"", ""SApM"": ""4.07"", ""Str. Def"": ""55%"", ""TD Avg."": ""1.13"", ""TD Acc."": ""28%"", ""TD Def."": ""67%"", ""Sub. Avg."": ""0.4""}"
Marwan Rahiki,http://ufcstats.com/fighter-details/6eedb757f13b9978,9-0-0,Freaky,"5' 8""",145 lbs.,"72""",Orthodox,"May 10, 2002",7.75,52%,5.90,,0.00,0%,100%,0.8,"{""Height"": ""5' 8\"""", ""Weight"": ""145 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""May 10, 2002"", ""SLpM"": ""7.75"", ""Str. Acc."": ""52%"", ""SApM"": ""5.90"", ""Str. Def"": ""57%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.8""}"
